"TOA5","CR1000_SN6134","CR1000","6316","CR1000.Std.32.06","CPU:SN6134_ClimatVUE50_LP.CR1","54061","ClimatVIEW_1min"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","MaxWS_ms_Max","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","RH","RHT_C_Avg","TiltNS_deg_Avg","TiltWE_deg_Avg","CVMeta"
"TS","RN","W/m^2","mm","meters/second","Deg","Deg","meters/second","Deg C","mbar","mbar","%","Deg C","degrees","degrees",""
"","","Avg","Tot","WVc","WVc","WVc","Max","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Smp"
"2024-04-05 23:15:00",700,0,0,2.642,255.4,7.475,3.21,-20.83,0.6,1002.4,53.4,-23.42,-2.6,1.583,""
"2024-04-05 23:16:00",701,0,0,2.513,222.2,24.8,2.74,-20.83,0.65,1002.45,57.9,-23.3,-2.467,1.383,""
"2024-04-05 23:17:00",702,0,0,2.575,198.9,3.147,2.92,-21,0.7,1002.5,57.4,-23.15,-2.567,1.7,""
"2024-04-05 23:18:00",703,0,0,1.777,211.5,21.42,2.38,-21.03,0.7,1002.5,59.9,-23.05,-2.6,1.55,""
"2024-04-05 23:19:00",704,0,0,2.622,290.9,34.95,3.08,-22.1,0.7,1002.5,72.9,-22.95,-2.683,1.517,""
"2024-04-05 23:20:00",705,0,0,1.343,320.1,18.25,2.04,-23.72,0.65,1002.583,70.5,-22.97,-2.583,1.533,""
"2024-04-05 23:21:00",706,0,0,0.488,260.9,37.41,0.67,-23.67,0.6,1002.6,67.5,-22.98,-2.483,1.517,""
"2024-04-05 23:22:00",707,0,0,0.567,270.4,87.5,0.98,-23.3,0.6,1002.583,65,-23.05,-2.483,1.5,""
"2024-04-05 23:23:00",708,0,0,1.395,345.8,3.762,1.58,-23.07,0.6,1002.5,65.5,-23.12,-2.533,1.517,""
"2024-04-05 23:24:00",709,0,0,1.918,345.5,1.603,2.22,-23.08,0.6,1002.433,63.9,-23.13,-2.467,1.65,""
"2024-04-05 23:25:00",710,0,0,0.912,338.1,11.89,1.5,-23.23,0.6,1002.4,64.7,-23.18,-2.6,1.583,""
"2024-04-05 23:26:00",711,0,0,1.227,199.2,16.78,1.88,-23.62,0.6,1002.4,63.7,-23.25,-2.533,1.583,""
"2024-04-05 23:27:00",712,0,0,0.693,305.1,54.39,1.16,-22.93,0.6,1002.4,60.1,-23.3,-2.567,1.6,""
"2024-04-05 23:28:00",713,0,0,0.888,311.6,14.7,1.05,-22.7,0.6,1002.4,60.5,-23.33,-2.617,1.617,""
"2024-04-05 23:29:00",714,0,0,0.997,332,9.15,1.26,-22.77,0.6,1002.383,60.5,-23.37,-2.567,1.633,""
"2024-04-05 23:30:00",715,0,0,1.372,162.9,78.12,1.74,-22.5,0.6,1002.383,59.1,-23.37,-2.633,1.65,""
"2024-04-05 23:31:00",716,0,0,0.812,21.8,34.08,0.98,-22.1,0.6,1002.4,56.9,-23.38,-2.467,1.667,""
"2024-04-05 23:32:00",717,0,0,0.61,336.4,32.79,0.74,-21.83,0.6,1002.4,57.2,-23.37,-2.617,1.6,""
"2024-04-05 23:33:00",718,0,0,0.533,295.4,57.46,0.88,-21.95,0.6,1002.4,56.4,-23.33,-2.567,1.633,""
"2024-04-05 23:34:00",719,0,0,0.612,276.6,54.89,0.9,-22.2,0.6,1002.4,61.2,-23.32,-2.567,1.533,""
"2024-04-05 23:35:00",720,0,0,0.728,247.2,20.26,1.01,-22.25,0.6,1002.4,59.9,-23.32,-2.6,1.567,""
"2024-04-05 23:36:00",721,0,0,2.108,206.2,8,2.91,-22.67,0.6,1002.4,59.9,-23.33,-2.667,1.433,""
"2024-04-05 23:37:00",722,0,0,2.262,212.2,10.39,2.61,-22.2,0.6,1002.4,59.4,-23.32,-2.533,1.633,""
"2024-04-05 23:38:00",723,0,0,2.137,232.4,16.65,2.75,-22.13,0.6,1002.367,60.2,-23.33,-2.767,1.55,""
"2024-04-05 23:39:00",724,0,0,0.898,225.2,44.6,1.68,-22.22,0.6,1002.367,61.1,-23.28,-2.567,1.55,""
"2024-04-05 23:40:00",725,0,0,1.337,4.244,15.78,1.85,-22.33,0.6,1002.333,60.4,-23.28,-2.517,1.55,""
"2024-04-05 23:41:00",726,0,0,1.135,347,16.59,1.54,-22,0.6,1002.333,60.4,-23.23,-2.583,1.617,""
"2024-04-05 23:42:00",727,0,0,1.667,15.26,16.23,2.61,-22.22,0.6,1002.333,62.6,-23.22,-2.5,1.533,""
"2024-04-05 23:43:00",728,0,0,1.037,142.1,43.44,1.73,-22.08,0.6,1002.333,58.6,-23.25,-2.517,1.6,""
"2024-04-05 23:44:00",729,0,0,1.167,253.2,63.47,1.83,-21.93,0.6,1002.383,57.8,-23.15,-2.45,1.617,""
"2024-04-05 23:45:00",730,0,0,1.333,287.4,20.66,1.61,-21.65,0.6,1002.383,57.6,-23.17,-2.517,1.617,""
"2024-04-05 23:46:00",731,0,0,1.157,268.8,46.81,1.83,-20.97,0.6,1002.317,55.7,-23.12,-2.433,1.617,""
"2024-04-05 23:47:00",732,0,0,1.663,224.9,19.15,2.68,-21.83,0.6,1002.317,61.9,-23.02,-2.65,1.567,""
"2024-04-05 23:48:00",733,0,0,1.353,271.4,8.88,1.56,-22.43,0.6,1002.4,61.3,-23,-2.567,1.55,""
"2024-04-05 23:49:00",734,0,0,1.013,292.3,30.01,1.29,-21.98,0.6,1002.4,60.1,-23.02,-2.617,1.6,""
"2024-04-05 23:50:00",735,0,0,1.502,230.8,27.87,2.04,-21.88,0.6,1002.4,59.1,-23,-2.567,1.617,""
"2024-04-05 23:51:00",736,0,0,2.218,260.8,15.3,3.55,-21.33,0.6,1002.4,54.9,-22.97,-2.633,1.333,""
"2024-04-05 23:52:00",737,0,0,1.86,254.1,24.67,2.52,-21.27,0.6,1002.4,58.7,-22.93,-2.6,1.6,""
"2024-04-05 23:53:00",738,0,0,1.555,253.8,21.91,2.5,-21.45,0.65,1002.4,58.6,-22.8,-2.5,1.517,""
"2024-04-05 23:54:00",739,0,0,1.957,193.7,21.88,2.37,-21.35,0.6666666,1002.367,56,-22.8,-2.517,1.633,""
"2024-04-05 23:55:00",740,0,0,2.002,213,28.26,3,-21.53,0.7,1002.4,60,-22.73,-2.567,1.5,""
"2024-04-05 23:56:00",741,0,0,3.203,197.6,10.91,3.8,-21.52,0.7,1002.4,58.9,-22.68,-2.433,1.667,""
"2024-04-05 23:57:00",742,0,0,3.563,193.5,2.067,4.48,-21.32,0.7,1002.4,60.1,-22.62,-2.217,0.933,""
"2024-04-05 23:58:00",743,0,0,2.607,212.8,10.99,3.3,-20.73,0.7,1002.4,58.3,-22.52,-2.35,1.6,""
"2024-04-05 23:59:00",744,0,0,2.712,217.6,25.65,3.68,-21.33,0.7,1002.4,61.5,-22.43,-2.45,1.65,""
"2024-04-06 00:00:00",745,0,0,1.422,243.7,33.17,2.02,-22.23,0.7,1002.4,64.8,-22.45,-2.417,1.667,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:01:00",746,0,0,1.002,308.4,35.27,1.39,-22.72,0.6666666,1002.4,67,-22.43,-2.4,1.45,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:02:00",747,0,0,0.798,315.1,33.82,1,-22.58,0.6,1002.4,64.9,-22.48,-2.6,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:03:00",748,0,0,0.667,190.9,61.03,1.45,-22.35,0.6,1002.4,60.9,-22.53,-2.517,1.517,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:04:00",749,0,0,0.817,347.3,7.704,1.1,-21.58,0.6,1002.4,57.3,-22.53,-2.6,1.5,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:05:00",750,0,0,1.125,328.8,5.259,1.3,-22.03,0.6,1002.4,61.5,-22.57,-2.567,1.533,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:06:00",751,0,0,1.318,354.7,11.11,1.56,-22,0.6,1002.4,60.6,-22.55,-2.55,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:07:00",752,0,0,1.208,2.466,3.736,1.31,-22.52,0.6,1002.4,65.5,-22.58,-2.55,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:08:00",753,0,0,1.235,346.3,10.23,1.35,-23.07,0.6,1002.4,64.6,-22.65,-2.517,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:09:00",754,0,0,1.108,334.7,3.153,1.24,-23.03,0.6,1002.4,64.6,-22.7,-2.55,1.517,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:10:00",755,0,0,1.12,309.4,22.96,1.34,-23.52,0.6,1002.4,66.8,-22.75,-2.6,1.517,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:11:00",756,0,0,1.327,320.6,15.74,1.39,-22.78,0.6,1002.4,60.5,-22.82,-2.617,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:12:00",757,0,0,1.645,353.4,4.115,1.7,-22.58,0.6,1002.4,60.7,-22.9,-2.583,1.517,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:13:00",758,0,0,1.763,12.85,6.861,1.99,-22.87,0.6,1002.35,64.9,-22.93,-2.533,1.45,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:14:00",759,0,0,0.877,50.82,44.42,1.51,-23.5,0.6,1002.317,67.2,-22.97,-2.517,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:15:00",760,0,0,0.53,85.5,63.72,0.73,-23.6,0.6,1002.317,63.9,-23.07,-2.583,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:16:00",761,0,0,0.82,37.32,21.22,1.24,-23.33,0.6,1002.3,64.2,-23.12,-2.55,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:17:00",762,0,0,0.39,341.1,94,1.06,-23.02,0.6,1002.3,61.6,-23.18,-2.6,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:18:00",763,0,0,0.225,135.6,61.39,0.3,-23.07,0.6,1002.3,61.4,-23.2,-2.567,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:19:00",764,0,0,0.153,87.8,48.4,0.25,-22.97,0.6,1002.3,59.9,-23.3,-2.483,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:20:00",765,0,0,0.14,158,37.7,0.18,-22.87,0.6,1002.3,60.4,-23.35,-2.55,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:21:00",766,0,0,0.367,155.9,3.892,0.67,-22.57,0.6,1002.233,58.3,-23.37,-2.6,1.517,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:22:00",767,0,0,0.783,186.8,12.7,1.4,-21.95,0.6,1002.2,56.2,-23.43,-2.45,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:23:00",768,0,0,0.968,217.8,14.44,1.47,-21.9,0.6,1002.2,56.7,-23.4,-2.5,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:24:00",769,0,0,0.537,194.3,13.83,0.69,-21.93,0.6,1002.2,57.2,-23.42,-2.567,1.5,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:25:00",770,0,0,0.708,129.3,24.27,0.89,-22.45,0.6,1002.217,62.4,-23.4,-2.5,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:26:00",771,0,0,0.73,134.1,40.38,0.88,-22.55,0.6,1002.283,61.8,-23.38,-2.55,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:27:00",772,0,0,1.017,230.3,25.2,1.44,-22.85,0.6,1002.3,62.7,-23.42,-2.467,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:28:00",773,0,0,2.16,237.5,8.98,2.35,-21.9,0.6,1002.3,55.3,-23.38,-2.767,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:29:00",774,0,0,2.792,217.5,10.61,3.19,-21.82,0.6,1002.25,58.5,-23.33,-2.567,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:30:00",775,0,0,2.257,203.1,5.907,2.74,-22.12,0.6,1002.3,57.1,-23.28,-2.633,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:31:00",776,0,0,1.567,202.6,8.31,1.91,-21.7,0.6,1002.3,56.4,-23.2,-2.583,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:32:00",777,0,0,1.17,201.3,6.788,1.28,-21.95,0.6,1002.3,60.4,-23.18,-2.683,1.5,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:33:00",778,0,0,1.923,216.1,16.76,2.6,-22.18,0.6,1002.3,55.6,-23.17,-2.533,1.7,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:34:00",779,0,0,2.395,225.9,4.946,3.01,-21.52,0.6,1002.3,57.2,-23.1,-2.55,1.467,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:35:00",780,0,0,1.842,208.1,9.79,2.25,-22.05,0.6,1002.3,58.7,-23.05,-2.567,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:36:00",781,0,0,2.065,186.6,9.51,2.65,-22.08,0.6,1002.3,60.8,-23.03,-2.617,1.533,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:37:00",782,0,0,1.355,156.3,14.7,1.75,-22.37,0.6,1002.3,61.6,-23,-2.467,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:38:00",783,0,0,0.995,167.8,13.5,1.38,-22.28,0.6,1002.367,62.5,-23.03,-2.5,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:39:00",784,0,0,0.687,80.2,38.86,1.15,-22.8,0.6,1002.35,61,-23,-2.567,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:40:00",785,0,0,0.99,58.21,13.75,1.22,-22.25,0.6,1002.317,59.1,-23.02,-2.467,1.517,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:41:00",786,0,0,0.935,24.87,14.26,1.51,-21.83,0.6,1002.317,57.9,-23.02,-2.583,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:42:00",787,0,0,2.003,19.7,4.708,3.39,-22.53,0.6,1002.35,66.7,-23,-2.7,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:43:00",788,0,0,3.167,9.26,5.888,3.82,-23.67,0.6,1002.4,69.1,-23.02,-2.65,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:44:00",789,0,0,2.473,10.88,3.09,2.84,-24.45,0.6,1002.4,72.2,-23.12,-2.433,1.533,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:45:00",790,0,0,1.797,12.16,7.666,2.17,-24.77,0.6,1002.4,72.1,-23.27,-2.667,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:46:00",791,0,0,1.438,18.34,4.075,1.77,-24.33,0.6,1002.4,65.3,-23.35,-2.517,1.667,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:47:00",792,0,0,1.045,29.99,7.464,2.01,-23.83,0.6,1002.333,63,-23.47,-2.633,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:48:00",793,0,0,0.788,44.38,21.88,1.03,-23.93,0.6,1002.317,62,-23.55,-2.55,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:49:00",794,0,0,0.867,67.3,19.09,1.28,-23.93,0.6,1002.3,63.4,-23.67,-2.55,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:50:00",795,0,0,0.908,85.9,27.31,1.04,-24.03,0.6,1002.3,64.1,-23.72,-2.55,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:51:00",796,0,0,1.072,88.8,14.83,1.27,-23.8,0.6,1002.3,62.5,-23.75,-2.5,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:52:00",797,0,0,1.223,100.9,2.195,1.48,-23.85,0.6,1002.283,61.5,-23.83,-2.6,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:53:00",798,0,0,0.952,97.4,10.59,1.13,-23.52,0.6,1002.3,58.8,-23.9,-2.5,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:54:00",799,0,0,0.773,91.7,16.95,0.91,-23.33,0.6,1002.25,59.1,-23.95,-2.617,1.683,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:55:00",800,0,0,0.555,92.3,7.611,0.83,-23.48,0.6,1002.233,61,-23.95,-2.567,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:56:00",801,0,0,0.287,211.1,74.86,0.65,-23.63,0.6,1002.217,63.7,-23.97,-2.517,1.517,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:57:00",802,0,0,0.778,250,5.185,0.99,-24.22,0.6,1002.283,63.7,-24,-2.567,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:58:00",803,0,0,0.66,234.7,10.75,0.9,-23.95,0.5833333,1002.283,62.9,-24.05,-2.567,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 00:59:00",804,0,0,0.922,191,7.047,1.11,-23.95,0.5666667,1002.2,61.4,-24.1,-2.55,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:00:00",805,0,0,0.917,179.3,6.886,1.02,-23.78,0.5166667,1002.2,60.4,-24.13,-2.55,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:01:00",806,0,0,0.903,189.4,1.999,1.04,-23.63,0.5,1002.2,59.9,-24.2,-2.567,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:02:00",807,0,0,1.332,197.4,5.677,1.72,-24.22,0.5166667,1002.2,65.2,-24.22,-2.55,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:03:00",808,0,0,1.652,204.2,2.976,1.75,-24.05,0.5,1002.2,61,-24.28,-2.45,1.683,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:04:00",809,0,0,1.593,199.1,4.412,1.63,-23.87,0.5333333,1002.2,61.5,-24.27,-2.583,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:05:00",810,0,0,1.482,191.7,4.384,1.66,-23.68,0.55,1002.2,58.6,-24.28,-2.633,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:06:00",811,0,0,1.027,190,2.325,1.08,-23.5,0.5833333,1002.183,59.7,-24.33,-2.55,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:07:00",812,0,0,1.108,185.5,6.901,1.16,-23.77,0.6,1002.183,64.8,-24.32,-2.5,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:08:00",813,0,0,1.092,179.9,2.476,1.23,-24.15,0.5666667,1002.183,64,-24.37,-2.583,1.667,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:09:00",814,0,0,1.398,181.6,3.472,1.58,-24.42,0.5666667,1002.167,63.2,-24.38,-2.55,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:10:00",815,0,0,1.238,180.2,2.62,1.46,-23.97,0.5166667,1002.183,61.8,-24.4,-2.55,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:11:00",816,0,0,1.172,183.1,3.624,1.32,-23.88,0.55,1002.183,62.3,-24.4,-2.65,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:12:00",817,0,0,1.223,189.2,5.469,1.4,-23.72,0.5166667,1002.15,60.7,-24.48,-2.517,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:13:00",818,0,0,1.138,183.7,4.982,1.22,-23.48,0.5833333,1002.167,59.8,-24.47,-2.55,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:14:00",819,0,0,1.31,190.2,2.833,1.57,-23.45,0.6,1002.2,60.6,-24.4,-2.617,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:15:00",820,0,0,1.878,193.8,2.15,2.04,-24.17,0.6,1002.2,70.1,-24.45,-2.567,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:16:00",821,0,0,1.998,194.5,1.323,2.1,-23.98,0.6,1002.183,60.9,-24.48,-2.5,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:17:00",822,0,0,1.682,192.8,2.071,1.9,-23.23,0.5833333,1002.117,58.2,-24.47,-2.567,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:18:00",823,0,0,1.698,188.5,3.808,1.84,-23.1,0.6,1002.15,58.9,-24.42,-2.617,1.667,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:19:00",824,0,0,1.973,180.3,2.674,2.14,-23.33,0.6,1002.117,60.2,-24.37,-2.533,1.55,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:20:00",825,0,0,2.125,175.4,1.834,2.27,-23.43,0.6,1002.15,61.2,-24.32,-2.767,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:21:00",826,0,0,2.132,178.3,2.627,2.32,-23.18,0.6,1002.183,58.1,-24.3,-2.517,1.667,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:22:00",827,0,0,1.995,182.9,3.51,2.16,-22.97,0.6,1002.2,58.6,-24.28,-2.65,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:23:00",828,0,0,1.653,178.4,1.715,1.85,-23.27,0.6,1002.2,59.3,-24.23,-2.517,1.683,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:24:00",829,0.167,0,1.613,179.3,3.21,1.75,-23.07,0.6,1002.2,60.1,-24.18,-2.533,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:25:00",830,0.833,0,1.725,179,1.775,1.78,-22.73,0.6,1002.233,59.1,-24.15,-2.417,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:26:00",831,1,0,1.772,187.8,8.31,2.22,-23.95,0.6,1002.3,72.6,-24.12,-2.55,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:27:00",832,1,0,2.03,194.2,4.506,2.31,-23.87,0.6,1002.3,61.4,-24.12,-2.55,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:28:00",833,1,0,1.862,193,2.575,2.17,-23.58,0.6,1002.3,62.3,-24.12,-2.5,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:29:00",834,1,0,1.485,179.5,2.418,1.71,-22.98,0.6,1002.3,59.4,-24.12,-2.5,1.483,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:30:00",835,1,0,1.585,184.8,8.05,1.94,-23.9,0.6,1002.3,64.6,-24.08,-2.5,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:31:00",836,1,0,1.938,192.6,3.351,2.11,-23.65,0.6,1002.283,62.5,-24.15,-2.633,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:32:00",837,1,0,2.003,197.9,1.483,2.18,-23.4,0.6,1002.283,59.6,-24.18,-2.533,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:33:00",838,1,0,1.962,199,2.379,2.14,-23.02,0.6,1002.3,59.9,-24.12,-2.6,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:34:00",839,1,0,1.668,198.4,1.557,1.76,-22.93,0.6,1002.3,58.7,-24.08,-2.583,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:35:00",840,1,0,1.44,195.8,2.076,1.7,-22.8,0.6,1002.3,59.4,-24.03,-2.6,1.533,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:36:00",841,1,0,1.238,194.5,1.608,1.39,-22.62,0.6,1002.3,58.5,-24,-2.483,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:37:00",842,1,0,1.505,188.7,3.419,1.86,-23,0.6,1002.3,61.3,-23.98,-2.55,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:38:00",843,1,0,1.59,191.7,1.478,1.7,-22.95,0.6,1002.3,60.1,-23.97,-2.5,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:39:00",844,1,0,1.34,195.3,1.68,1.66,-23.2,0.6,1002.3,60,-23.97,-2.567,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:40:00",845,1,0,1.18,202,3.027,1.29,-23,0.6,1002.3,61.6,-23.97,-2.533,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:41:00",846,1,0,1.155,196.2,1.735,1.22,-23.53,0.6,1002.3,62.7,-23.92,-2.483,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:42:00",847,1,0,1.098,196.1,4.275,1.19,-23.52,0.6,1002.3,63.7,-23.95,-2.6,1.683,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:43:00",848,1,0,0.825,199.3,3.791,1,-23.65,0.6,1002.3,64.5,-23.98,-2.517,1.583,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:44:00",849,1,0,0.407,312.5,64.58,0.6,-23.78,0.6,1002.3,63.7,-23.98,-2.65,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:45:00",850,1,0,0.462,32.49,52.84,0.82,-24,0.6,1002.3,69.2,-24,-2.55,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:46:00",851,1,0,0.758,101,4.216,0.89,-23.97,0.6,1002.3,61.5,-24.05,-2.5,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:47:00",852,1,0,0.7,97.2,4.38,0.87,-23.32,0.6,1002.283,60.1,-24.12,-2.583,1.617,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:48:00",853,1.167,0,0.592,82.2,5.477,0.79,-23.58,0.6,1002.283,63.1,-24.13,-2.5,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:49:00",854,1.833,0,0.492,57.35,12.06,0.68,-23.7,0.6,1002.217,63,-24.13,-2.583,1.567,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:50:00",855,2,0,0.363,286,56.38,0.88,-24.68,0.6,1002.217,64.8,-24.18,-2.617,1.65,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:51:00",856,2,0,0.227,210.5,13.64,0.3,-24.47,0.6,1002.2,64.2,-24.23,-2.633,1.633,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:52:00",857,2,0,0.218,202.1,28.25,0.26,-24.08,0.5833333,1002.2,62.9,-24.28,-2.6,1.6,"013CAMPBELLCLIM50535VUE-500003769"
"2024-04-06 01:53:00",858,2,0,0.405,192.9,9.89,0.55,-24.05,0.5833333,1002.2,63.2,-24.37,-2.65,1.65,"013CAMPBELLCLIM50535VUE-500003769"
